team_number,week,manager_name,player_key,player_id,first_name,last_name,full_name,roster_position,team_abbr,display_position,primary_position,injury_status
3,6,Ryan Courtney,449.p.34125,34125,Ty,Chandler,Ty Chandler,BN,Min,RB,RB,
3,6,Ryan Courtney,449.p.40980,40980,Ray,Davis,Ray Davis,BN,Buf,RB,RB,
3,6,Ryan Courtney,449.p.41010,41010,Jaylen,Wright,Jaylen Wright,BN,Mia,RB,RB,
3,6,Ryan Courtney,449.p.100005,100005,Cleveland,,Cleveland,DEF,Cle,DEF,DEF,
3,6,Ryan Courtney,449.p.26800,26800,Dustin,Hopkins,Dustin Hopkins,K,Cle,K,K,
3,6,Ryan Courtney,449.p.40030,40030,C.J.,Stroud,C.J. Stroud,QB,Hou,QB,QB,
3,6,Ryan Courtney,449.p.33996,33996,Kenneth,Walker III,Kenneth Walker III,RB,Sea,RB,RB,Q
3,6,Ryan Courtney,449.p.33413,33413,Travis,Etienne Jr.,Travis Etienne Jr.,RB,Jax,RB,RB,
3,6,Ryan Courtney,449.p.40196,40196,Chase,Brown,Chase Brown,W/R/T,Cin,RB,RB,Q
3,6,Ryan Courtney,449.p.32725,32725,J.K.,Dobbins,J.K. Dobbins,W/R/T,Den,RB,RB,
3,6,Ryan Courtney,449.p.27535,27535,Mike,Evans,Mike Evans,WR,TB,WR,WR,
3,6,Ryan Courtney,449.p.40893,40893,Marvin,Harrison Jr.,Marvin Harrison Jr.,WR,Ari,WR,WR,
4,6,Brian,449.p.32711,32711,Jonathan,Taylor,Jonathan Taylor,BN,Ind,RB,RB,
4,6,Brian,449.p.34044,34044,Jalen,Tolbert,Jalen Tolbert,BN,Dal,WR,WR,
4,6,Brian,449.p.34120,34120,Kyren,Williams,Kyren Williams,BN,LAR,RB,RB,
4,6,Brian,449.p.31945,31945,Justice,Hill,Justice Hill,BN,Bal,RB,RB,
4,6,Brian,449.p.40051,40051,Quentin,Johnston,Quentin Johnston,BN,LAC,WR,WR,
4,6,Brian,449.p.32702,32702,Clyde,Edwards-Helaire,Clyde Edwards-Helaire,BN,NO,RB,RB,
4,6,Brian,449.p.30175,30175,JuJu,Smith-Schuster,JuJu Smith-Schuster,BN,KC,WR,WR,
4,6,Brian,449.p.100027,100027,Tampa Bay,,Tampa Bay,DEF,TB,DEF,DEF,
4,6,Brian,449.p.34207,34207,Isiah,Pacheco,Isiah Pacheco,IR,KC,RB,RB,
4,6,Brian,449.p.30426,30426,Younghoe,Koo,Younghoe Koo,K,Atl,K,K,Q
4,6,Brian,449.p.31002,31002,Lamar,Jackson,Lamar Jackson,QB,Bal,QB,QB,
4,6,Brian,449.p.33476,33476,Trey,Sermon,Trey Sermon,RB,Pit,RB,RB,
4,6,Brian,449.p.34107,34107,Tyler,Allgeier,Tyler Allgeier,RB,Atl,RB,RB,
4,6,Brian,449.p.40063,40063,Jayden,Reed,Jayden Reed,W/R/T,GB,WR,WR,Q
4,6,Brian,449.p.31908,31908,Terry,McLaurin,Terry McLaurin,W/R/T,Was,WR,WR,
4,6,Brian,449.p.32695,32695,Brandon,Aiyuk,Brandon Aiyuk,WR,SF,WR,WR,Q
4,6,Brian,449.p.33967,33967,Jameson,Williams,Jameson Williams,WR,Det,WR,WR,
5,6,Lee,449.p.40040,40040,Anthony,Richardson Sr.,Anthony Richardson Sr.,BN,Ind,QB,QB,Q
5,6,Lee,449.p.34047,34047,Rachaad,White,Rachaad White,BN,TB,RB,RB,
5,6,Lee,449.p.40042,40042,Jordan,Addison,Jordan Addison,BN,Min,WR,WR,
5,6,Lee,449.p.40118,40118,De'Von,Achane,De'Von Achane,BN,Mia,RB,RB,
5,6,Lee,449.p.30120,30120,Mike,Williams,Mike Williams,BN,Pit,WR,WR,
5,6,Lee,449.p.40222,40222,DeMario,Douglas,DeMario Douglas,BN,NE,WR,WR,
5,6,Lee,449.p.100033,100033,Baltimore,,Baltimore,BN,Bal,DEF,DEF,
5,6,Lee,449.p.100018,100018,New Orleans,,New Orleans,DEF,NO,DEF,DEF,
5,6,Lee,449.p.33537,33537,Evan,McPherson,Evan McPherson,K,Cin,K,K,Q
5,6,Lee,449.p.30971,30971,Baker,Mayfield,Baker Mayfield,QB,TB,QB,QB,
5,6,Lee,449.p.29279,29279,Derrick,Henry,Derrick Henry,RB,Bal,RB,RB,
5,6,Lee,449.p.32736,32736,Antonio,Gibson,Antonio Gibson,RB,NE,RB,RB,
5,6,Lee,449.p.31017,31017,Christian,Kirk,Christian Kirk,W/R/T,Hou,WR,WR,Q
5,6,Lee,449.p.32704,32704,Michael,Pittman Jr.,Michael Pittman Jr.,W/R/T,Ind,WR,WR,Q
5,6,Lee,449.p.33963,33963,Drake,London,Drake London,WR,Atl,WR,WR,
5,6,Lee,449.p.28392,28392,Amari,Cooper,Amari Cooper,WR,Buf,WR,WR,
6,6,Todd,449.p.34078,34078,Zamir,White,Zamir White,BN,LV,RB,RB,Q
6,6,Todd,449.p.34088,34088,Romeo,Doubs,Romeo Doubs,BN,GB,WR,WR,Q
6,6,Todd,449.p.34447,34447,Jaylen,Warren,Jaylen Warren,BN,Pit,RB,RB,
6,6,Todd,449.p.33392,33392,Kyle,Pitts Sr.,Kyle Pitts Sr.,BN,Atl,TE,W/R/T,
6,6,Todd,449.p.27548,27548,Brandin,Cooks,Brandin Cooks,BN,NO,WR,WR,
6,6,Todd,449.p.27564,27564,Derek,Carr,Derek Carr,BN,NO,QB,QB,
6,6,Todd,449.p.100016,100016,Minnesota,,Minnesota,BN,Min,DEF,DEF,
6,6,Todd,449.p.100020,100020,New York,,New York,DEF,NYJ,DEF,DEF,
6,6,Todd,449.p.32858,32858,Tyler,Bass,Tyler Bass,K,Buf,K,K,
6,6,Todd,449.p.31833,31833,Kyler,Murray,Kyler Murray,QB,Ari,QB,QB,
6,6,Todd,449.p.33991,33991,Breece,Hall,Breece Hall,RB,NYJ,RB,RB,
6,6,Todd,449.p.40993,40993,Bucky,Irving,Bucky Irving,RB,TB,RB,RB,
6,6,Todd,449.p.32713,32713,Cole,Kmet,Cole Kmet,W/R/T,Chi,TE,W/R/T,
6,6,Todd,449.p.40883,40883,Brian,Thomas Jr.,Brian Thomas Jr.,W/R/T,Jax,WR,WR,
6,6,Todd,449.p.33966,33966,Chris,Olave,Chris Olave,WR,NO,WR,WR,Q
6,6,Todd,449.p.30994,30994,DJ,Moore,DJ Moore,WR,Chi,WR,WR,
7,6,Jared,449.p.31934,31934,Alexander,Mattison,Alexander Mattison,BN,Mia,RB,RB,
7,6,Jared,449.p.33477,33477,Nico,Collins,Nico Collins,BN,Hou,WR,WR,
7,6,Jared,449.p.31005,31005,Nick,Chubb,Nick Chubb,BN,Hou,RB,RB,Q
7,6,Jared,449.p.30199,30199,Kareem,Hunt,Kareem Hunt,BN,KC,RB,RB,
7,6,Jared,449.p.40877,40877,Xavier,Worthy,Xavier Worthy,BN,KC,WR,WR,
7,6,Jared,449.p.30123,30123,Patrick,Mahomes,Patrick Mahomes,BN,KC,QB,QB,
7,6,Jared,449.p.33538,33538,Kenneth,Gainwell,Kenneth Gainwell,BN,Pit,RB,RB,
7,6,Jared,449.p.100024,100024,Los Angeles,,Los Angeles,DEF,LAC,DEF,DEF,
7,6,Jared,449.p.40168,40168,Puka,Nacua,Puka Nacua,IR,LAR,WR,WR,
7,6,Jared,449.p.40819,40819,Brandon,Aubrey,Brandon Aubrey,K,Dal,K,K,Q
7,6,Jared,449.p.33399,33399,Justin,Fields,Justin Fields,QB,NYJ,QB,QB,
7,6,Jared,449.p.30972,30972,Saquon,Barkley,Saquon Barkley,RB,Phi,RB,RB,
7,6,Jared,449.p.33412,33412,Najee,Harris,Najee Harris,RB,LAC,RB,RB,
7,6,Jared,449.p.32003,32003,Darius,Slayton,Darius Slayton,W/R/T,NYG,WR,WR,
7,6,Jared,449.p.40232,40232,Xavier,Hutchinson,Xavier Hutchinson,W/R/T,Hou,WR,WR,
7,6,Jared,449.p.28534,28534,Stefon,Diggs,Stefon Diggs,WR,NE,WR,WR,Q
7,6,Jared,449.p.40908,40908,Ladd,McConkey,Ladd McConkey,WR,LAC,WR,WR,
8,6,Gil Townes,449.p.32692,32692,Justin,Jefferson,Justin Jefferson,BN,Min,WR,WR,
8,6,Gil Townes,449.p.26686,26686,Travis,Kelce,Travis Kelce,BN,KC,TE,W/R/T,
8,6,Gil Townes,449.p.40075,40075,Zach,Charbonnet,Zach Charbonnet,BN,Sea,RB,RB,
8,6,Gil Townes,449.p.34218,34218,Brock,Purdy,Brock Purdy,BN,SF,QB,QB,
8,6,Gil Townes,449.p.40890,40890,Xavier,Legette,Xavier Legette,BN,Car,WR,WR,Q
8,6,Gil Townes,449.p.33445,33445,Tutu,Atwell,Tutu Atwell,BN,LAR,WR,WR,
8,6,Gil Townes,449.p.100021,100021,Philadelphia,,Philadelphia,BN,Phi,DEF,DEF,
8,6,Gil Townes,449.p.100004,100004,Cincinnati,,Cincinnati,DEF,Cin,DEF,DEF,
8,6,Gil Townes,449.p.28227,28227,Cairo,Santos,Cairo Santos,K,Chi,K,K,
8,6,Gil Townes,449.p.40896,40896,Jayden,Daniels,Jayden Daniels,QB,Was,QB,QB,
8,6,Gil Townes,449.p.34019,34019,James,Cook,James Cook,RB,Buf,RB,RB,
8,6,Gil Townes,449.p.31960,31960,Tony,Pollard,Tony Pollard,RB,Ten,RB,RB,
8,6,Gil Townes,449.p.40097,40097,Tank,Dell,Tank Dell,W/R/T,Hou,WR,WR,Q
8,6,Gil Townes,449.p.31905,31905,David,Montgomery,David Montgomery,W/R/T,Det,RB,RB,
8,6,Gil Townes,449.p.31898,31898,Diontae,Johnson,Diontae Johnson,WR,Cle,WR,WR,
8,6,Gil Townes,449.p.34104,34104,Khalil,Shakir,Khalil Shakir,WR,Buf,WR,WR,
9,6,Gabe,449.p.30423,30423,Austin,Ekeler,Austin Ekeler,BN,Was,RB,RB,
9,6,Gabe,449.p.31906,31906,Devin,Singletary,Devin Singletary,BN,NYG,RB,RB,
9,6,Gabe,449.p.32231,32231,Jakobi,Meyers,Jakobi Meyers,BN,LV,WR,WR,
9,6,Gabe,449.p.40064,40064,Sam,LaPorta,Sam LaPorta,BN,Det,TE,W/R/T,
9,6,Gabe,449.p.100009,100009,Green Bay,,Green Bay,BN,GB,DEF,DEF,
9,6,Gabe,449.p.100002,100002,Buffalo,,Buffalo,DEF,Buf,DEF,DEF,
9,6,Gabe,449.p.30121,30121,Christian,McCaffrey,Christian McCaffrey,IR,SF,RB,RB,Q
9,6,Gabe,449.p.29792,29792,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,Hou,K,K,
9,6,Gabe,449.p.30977,30977,Josh,Allen,Josh Allen,QB,Buf,QB,QB,
9,6,Gabe,449.p.30218,30218,James,Conner,James Conner,RB,Ari,RB,RB,Q
9,6,Gabe,449.p.34320,34320,Jordan,Mason,Jordan Mason,RB,Min,RB,RB,Q
9,6,Gabe,449.p.40878,40878,Brock,Bowers,Brock Bowers,W/R/T,LV,TE,W/R/T,
9,6,Gabe,449.p.34007,34007,George,Pickens,George Pickens,W/R/T,Dal,WR,WR,
9,6,Gabe,449.p.33965,33965,Garrett,Wilson,Garrett Wilson,WR,NYJ,WR,WR,
9,6,Gabe,449.p.40039,40039,Zay,Flowers,Zay Flowers,WR,Bal,WR,WR,Q
10,6,david,449.p.40162,40162,Roschon,Johnson,Roschon Johnson,BN,Chi,RB,RB,
10,6,david,449.p.33423,33423,Javonte,Williams,Javonte Williams,BN,Dal,RB,RB,
10,6,david,449.p.32685,32685,Jerry,Jeudy,Jerry Jeudy,BN,Cle,WR,WR,
10,6,david,449.p.30182,30182,Cooper,Kupp,Cooper Kupp,BN,Sea,WR,WR,
10,6,david,449.p.31268,31268,Allen,Lazard,Allen Lazard,BN,NYJ,WR,WR,
10,6,david,449.p.40915,40915,Adonai,Mitchell,Adonai Mitchell,BN,Ind,WR,WR,
10,6,david,449.p.31840,31840,T.J.,Hockenson,T.J. Hockenson,BN,Min,TE,W/R/T,
10,6,david,449.p.100034,100034,Houston,,Houston,DEF,Hou,DEF,DEF,
10,6,david,449.p.40641,40641,Keaton,Mitchell,Keaton Mitchell,IR,Bal,RB,RB,
10,6,david,449.p.32417,32417,Chase,McLaughlin,Chase McLaughlin,K,TB,K,K,
10,6,david,449.p.32723,32723,Jalen,Hurts,Jalen Hurts,QB,Phi,QB,QB,
10,6,david,449.p.33514,33514,Chuba,Hubbard,Chuba Hubbard,RB,Car,RB,RB,Q
10,6,david,449.p.32705,32705,D'Andre,Swift,D'Andre Swift,RB,Chi,RB,RB,
10,6,david,449.p.33998,33998,Wan'Dale,Robinson,Wan'Dale Robinson,W/R/T,NYG,WR,WR,
10,6,david,449.p.31856,31856,Josh,Jacobs,Josh Jacobs,W/R/T,GB,RB,RB,
10,6,david,449.p.40126,40126,Josh,Downs,Josh Downs,WR,Ind,WR,WR,
10,6,david,449.p.31883,31883,A.J.,Brown,A.J. Brown,WR,Phi,WR,WR,
11,6,Winston C,449.p.41052,41052,Kimani,Vidal,Kimani Vidal,BN,LAC,RB,RB,
11,6,Winston C,449.p.34054,34054,Brian,Robinson Jr.,Brian Robinson Jr.,BN,Was,RB,RB,
11,6,Winston C,449.p.33508,33508,Rhamondre,Stevenson,Rhamondre Stevenson,BN,NE,RB,RB,
11,6,Winston C,449.p.40121,40121,Michael,Wilson,Michael Wilson,BN,Ari,WR,WR,Q
11,6,Winston C,449.p.27581,27581,Davante,Adams,Davante Adams,BN,LAR,WR,WR,
11,6,Winston C,449.p.25812,25812,Kirk,Cousins,Kirk Cousins,BN,Atl,QB,QB,
11,6,Winston C,449.p.34008,34008,Alec,Pierce,Alec Pierce,BN,Ind,WR,WR,
11,6,Winston C,449.p.100025,100025,San Francisco,,San Francisco,DEF,SF,DEF,DEF,
11,6,Winston C,449.p.26534,26534,Justin,Tucker,Justin Tucker,K,Bal,K,K,
11,6,Winston C,449.p.33389,33389,Trevor,Lawrence,Trevor Lawrence,QB,Jax,QB,QB,Q
11,6,Winston C,449.p.34261,34261,Tyler,Goodson,Tyler Goodson,RB,Ind,RB,RB,
11,6,Winston C,449.p.40981,40981,Braelon,Allen,Braelon Allen,RB,NYJ,RB,RB,
11,6,Winston C,449.p.34659,34659,Rashid,Shaheed,Rashid Shaheed,W/R/T,NO,WR,WR,Q
11,6,Winston C,449.p.30259,30259,George,Kittle,George Kittle,W/R/T,SF,TE,W/R/T,
11,6,Winston C,449.p.33500,33500,Amon-Ra,St. Brown,Amon-Ra St. Brown,WR,Det,WR,WR,
11,6,Winston C,449.p.33398,33398,DeVonta,Smith,DeVonta Smith,WR,Phi,WR,WR,
12,6,Hayden Courtney,449.p.40201,40201,Dontayvion,Wicks,Dontayvion Wicks,BN,GB,WR,WR,
12,6,Hayden Courtney,449.p.26699,26699,Keenan,Allen,Keenan Allen,BN,LAC,WR,WR,
12,6,Hayden Courtney,449.p.32843,32843,Darnell,Mooney,Darnell Mooney,BN,Atl,WR,WR,Q
12,6,Hayden Courtney,449.p.40911,40911,Keon,Coleman,Keon Coleman,BN,Buf,WR,WR,
12,6,Hayden Courtney,449.p.30153,30153,Curtis,Samuel,Curtis Samuel,BN,Buf,WR,WR,
12,6,Hayden Courtney,449.p.40900,40900,Caleb,Williams,Caleb Williams,BN,Chi,QB,QB,Q
12,6,Hayden Courtney,449.p.40108,40108,Kendre,Miller,Kendre Miller,BN,NO,RB,RB,Q
12,6,Hayden Courtney,449.p.100003,100003,Chicago,,Chicago,DEF,Chi,DEF,DEF,
12,6,Hayden Courtney,449.p.40926,40926,Jonathon,Brooks,Jonathon Brooks,IR,Car,RB,RB,Q
12,6,Hayden Courtney,449.p.32002,32002,Austin,Seibert,Austin Seibert,K,Was,K,K,
12,6,Hayden Courtney,449.p.29369,29369,Dak,Prescott,Dak Prescott,QB,Dal,QB,QB,Q
12,6,Hayden Courtney,449.p.40055,40055,Bijan,Robinson,Bijan Robinson,RB,Atl,RB,RB,
12,6,Hayden Courtney,449.p.30180,30180,Alvin,Kamara,Alvin Kamara,RB,NO,RB,RB,Q
12,6,Hayden Courtney,449.p.32703,32703,Tee,Higgins,Tee Higgins,W/R/T,Cin,WR,WR,
12,6,Hayden Courtney,449.p.33100,33100,Rico,Dowdle,Rico Dowdle,W/R/T,Car,RB,RB,
12,6,Hayden Courtney,449.p.31868,31868,Deebo,Samuel,Deebo Samuel,WR,Was,WR,WR,
12,6,Hayden Courtney,449.p.31896,31896,DK,Metcalf,DK Metcalf,WR,Pit,WR,WR,
1,7,Tyler Till,449.p.34112,34112,Jerome,Ford,Jerome Ford,BN,Cle,RB,RB,Q
1,7,Tyler Till,449.p.40901,40901,Rome,Odunze,Rome Odunze,BN,Chi,WR,WR,
1,7,Tyler Till,449.p.30973,30973,Sam,Darnold,Sam Darnold,BN,Sea,QB,QB,
1,7,Tyler Till,449.p.29360,29360,Demarcus,Robinson,Demarcus Robinson,BN,SF,WR,WR,
1,7,Tyler Till,449.p.33989,33989,Christian,Watson,Christian Watson,BN,GB,WR,WR,Q
1,7,Tyler Till,449.p.40211,40211,Andrei,Iosivas,Andrei Iosivas,BN,Cin,WR,WR,
1,7,Tyler Till,449.p.41048,41048,Tyrone,Tracy Jr.,Tyrone Tracy Jr.,BN,NYG,RB,RB,
1,7,Tyler Till,449.p.100023,100023,Pittsburgh,,Pittsburgh,DEF,Pit,DEF,DEF,
1,7,Tyler Till,449.p.28188,28188,Chris,Boswell,Chris Boswell,K,Pit,K,K,
1,7,Tyler Till,449.p.32696,32696,Jordan,Love,Jordan Love,QB,GB,QB,QB,
1,7,Tyler Till,449.p.40059,40059,Jahmyr,Gibbs,Jahmyr Gibbs,RB,Det,RB,RB,
1,7,Tyler Till,449.p.32756,32756,Zack,Moss,Zack Moss,RB,Cin,RB,RB,
1,7,Tyler Till,449.p.28457,28457,Tyler,Lockett,Tyler Lockett,W/R/T,Ten,WR,WR,
1,7,Tyler Till,449.p.33394,33394,Jaylen,Waddle,Jaylen Waddle,W/R/T,Mia,WR,WR,
1,7,Tyler Till,449.p.33393,33393,Ja'Marr,Chase,Ja'Marr Chase,WR,Cin,WR,WR,
1,7,Tyler Till,449.p.30197,30197,Chris,Godwin,Chris Godwin,WR,TB,WR,WR,Q
2,7,Phil Cowart,449.p.40048,40048,Dalton,Kincaid,Dalton Kincaid,BN,Buf,TE,W/R/T,
2,7,Phil Cowart,449.p.40119,40119,Tyjae,Spears,Tyjae Spears,BN,Ten,RB,RB,Q
2,7,Phil Cowart,449.p.29235,29235,Jared,Goff,Jared Goff,BN,Det,QB,QB,
2,7,Phil Cowart,449.p.31019,31019,Dallas,Goedert,Dallas Goedert,BN,Phi,TE,W/R/T,
2,7,Phil Cowart,449.p.32687,32687,CeeDee,Lamb,CeeDee Lamb,BN,Dal,WR,WR,
2,7,Phil Cowart,449.p.40914,40914,Ja'Lynn,Polk,Ja'Lynn Polk,BN,NE,WR,WR,Q
2,7,Phil Cowart,449.p.40835,40835,Jake,Bates,Jake Bates,BN,Det,K,K,
2,7,Phil Cowart,449.p.100007,100007,Denver,,Denver,DEF,Den,DEF,DEF,
2,7,Phil Cowart,449.p.30346,30346,Harrison,Butker,Harrison Butker,K,KC,K,K,
2,7,Phil Cowart,449.p.32671,32671,Joe,Burrow,Joe Burrow,QB,Cin,QB,QB,
2,7,Phil Cowart,449.p.30161,30161,Joe,Mixon,Joe Mixon,RB,Hou,RB,RB,
2,7,Phil Cowart,449.p.40095,40095,Tank,Bigsby,Tank Bigsby,RB,Jax,RB,RB,
2,7,Phil Cowart,449.p.33412,33412,Najee,Harris,Najee Harris,W/R/T,LAC,RB,RB,
2,7,Phil Cowart,449.p.30295,30295,Aaron,Jones Sr.,Aaron Jones Sr.,W/R/T,Min,RB,RB,
2,7,Phil Cowart,449.p.31010,31010,Courtland,Sutton,Courtland Sutton,WR,Den,WR,WR,
2,7,Phil Cowart,449.p.40908,40908,Ladd,McConkey,Ladd McConkey,WR,LAC,WR,WR,
3,7,Ryan Courtney,449.p.33413,33413,Travis,Etienne Jr.,Travis Etienne Jr.,BN,Jax,RB,RB,
3,7,Ryan Courtney,449.p.40041,40041,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,BN,Sea,WR,WR,
3,7,Ryan Courtney,449.p.30996,30996,Calvin,Ridley,Calvin Ridley,BN,Ten,WR,WR,
3,7,Ryan Courtney,449.p.26650,26650,DeAndre,Hopkins,DeAndre Hopkins,BN,Bal,WR,WR,
3,7,Ryan Courtney,449.p.34125,34125,Ty,Chandler,Ty Chandler,BN,Min,RB,RB,
3,7,Ryan Courtney,449.p.40980,40980,Ray,Davis,Ray Davis,BN,Buf,RB,RB,
3,7,Ryan Courtney,449.p.41010,41010,Jaylen,Wright,Jaylen Wright,BN,Mia,RB,RB,
3,7,Ryan Courtney,449.p.100005,100005,Cleveland,,Cleveland,DEF,Cle,DEF,DEF,
3,7,Ryan Courtney,449.p.26800,26800,Dustin,Hopkins,Dustin Hopkins,K,Cle,K,K,
3,7,Ryan Courtney,449.p.40030,40030,C.J.,Stroud,C.J. Stroud,QB,Hou,QB,QB,
3,7,Ryan Courtney,449.p.33996,33996,Kenneth,Walker III,Kenneth Walker III,RB,Sea,RB,RB,Q
3,7,Ryan Courtney,449.p.40196,40196,Chase,Brown,Chase Brown,RB,Cin,RB,RB,Q
3,7,Ryan Courtney,449.p.32725,32725,J.K.,Dobbins,J.K. Dobbins,W/R/T,Den,RB,RB,
3,7,Ryan Courtney,449.p.40893,40893,Marvin,Harrison Jr.,Marvin Harrison Jr.,W/R/T,Ari,WR,WR,
3,7,Ryan Courtney,449.p.27535,27535,Mike,Evans,Mike Evans,WR,TB,WR,WR,
3,7,Ryan Courtney,449.p.40899,40899,Malik,Nabers,Malik Nabers,WR,NYG,WR,WR,
4,7,Brian,449.p.34107,34107,Tyler,Allgeier,Tyler Allgeier,BN,Atl,RB,RB,
4,7,Brian,449.p.32711,32711,Jonathan,Taylor,Jonathan Taylor,BN,Ind,RB,RB,
4,7,Brian,449.p.31945,31945,Justice,Hill,Justice Hill,BN,Bal,RB,RB,
4,7,Brian,449.p.40051,40051,Quentin,Johnston,Quentin Johnston,BN,LAC,WR,WR,
4,7,Brian,449.p.32702,32702,Clyde,Edwards-Helaire,Clyde Edwards-Helaire,BN,NO,RB,RB,
4,7,Brian,449.p.30175,30175,JuJu,Smith-Schuster,JuJu Smith-Schuster,BN,KC,WR,WR,
4,7,Brian,449.p.41045,41045,Bub,Means,Bub Means,BN,NO,WR,WR,
4,7,Brian,449.p.100019,100019,New York,,New York,DEF,NYG,DEF,DEF,
4,7,Brian,449.p.34207,34207,Isiah,Pacheco,Isiah Pacheco,IR,KC,RB,RB,
4,7,Brian,449.p.30426,30426,Younghoe,Koo,Younghoe Koo,K,Atl,K,K,Q
4,7,Brian,449.p.31002,31002,Lamar,Jackson,Lamar Jackson,QB,Bal,QB,QB,
4,7,Brian,449.p.34120,34120,Kyren,Williams,Kyren Williams,RB,LAR,RB,RB,
4,7,Brian,449.p.33476,33476,Trey,Sermon,Trey Sermon,RB,Pit,RB,RB,
4,7,Brian,449.p.40063,40063,Jayden,Reed,Jayden Reed,W/R/T,GB,WR,WR,Q
4,7,Brian,449.p.31908,31908,Terry,McLaurin,Terry McLaurin,W/R/T,Was,WR,WR,
4,7,Brian,449.p.32695,32695,Brandon,Aiyuk,Brandon Aiyuk,WR,SF,WR,WR,Q
4,7,Brian,449.p.33967,33967,Jameson,Williams,Jameson Williams,WR,Det,WR,WR,
5,7,Lee,449.p.32736,32736,Antonio,Gibson,Antonio Gibson,BN,NE,RB,RB,
5,7,Lee,449.p.32704,32704,Michael,Pittman Jr.,Michael Pittman Jr.,BN,Ind,WR,WR,Q
5,7,Lee,449.p.40040,40040,Anthony,Richardson Sr.,Anthony Richardson Sr.,BN,Ind,QB,QB,Q
5,7,Lee,449.p.34047,34047,Rachaad,White,Rachaad White,BN,TB,RB,RB,
5,7,Lee,449.p.30120,30120,Mike,Williams,Mike Williams,BN,Pit,WR,WR,
5,7,Lee,449.p.40222,40222,DeMario,Douglas,DeMario Douglas,BN,NE,WR,WR,
5,7,Lee,449.p.100033,100033,Baltimore,,Baltimore,BN,Bal,DEF,DEF,
5,7,Lee,449.p.100018,100018,New Orleans,,New Orleans,DEF,NO,DEF,DEF,
5,7,Lee,449.p.33537,33537,Evan,McPherson,Evan McPherson,K,Cin,K,K,Q
5,7,Lee,449.p.30971,30971,Baker,Mayfield,Baker Mayfield,QB,TB,QB,QB,
5,7,Lee,449.p.29279,29279,Derrick,Henry,Derrick Henry,RB,Bal,RB,RB,
5,7,Lee,449.p.40118,40118,De'Von,Achane,De'Von Achane,RB,Mia,RB,RB,
5,7,Lee,449.p.31017,31017,Christian,Kirk,Christian Kirk,W/R/T,Hou,WR,WR,Q
5,7,Lee,449.p.40042,40042,Jordan,Addison,Jordan Addison,W/R/T,Min,WR,WR,
5,7,Lee,449.p.33963,33963,Drake,London,Drake London,WR,Atl,WR,WR,
5,7,Lee,449.p.28392,28392,Amari,Cooper,Amari Cooper,WR,Buf,WR,WR,
6,7,Todd,449.p.34078,34078,Zamir,White,Zamir White,BN,LV,RB,RB,Q
6,7,Todd,449.p.34088,34088,Romeo,Doubs,Romeo Doubs,BN,GB,WR,WR,Q
6,7,Todd,449.p.34447,34447,Jaylen,Warren,Jaylen Warren,BN,Pit,RB,RB,
6,7,Todd,449.p.33392,33392,Kyle,Pitts Sr.,Kyle Pitts Sr.,BN,Atl,TE,W/R/T,
6,7,Todd,449.p.27548,27548,Brandin,Cooks,Brandin Cooks,BN,NO,WR,WR,
6,7,Todd,449.p.27564,27564,Derek,Carr,Derek Carr,BN,NO,QB,QB,
6,7,Todd,449.p.100016,100016,Minnesota,,Minnesota,BN,Min,DEF,DEF,
6,7,Todd,449.p.100020,100020,New York,,New York,DEF,NYJ,DEF,DEF,
6,7,Todd,449.p.32858,32858,Tyler,Bass,Tyler Bass,K,Buf,K,K,
6,7,Todd,449.p.31833,31833,Kyler,Murray,Kyler Murray,QB,Ari,QB,QB,
6,7,Todd,449.p.33991,33991,Breece,Hall,Breece Hall,RB,NYJ,RB,RB,
6,7,Todd,449.p.40993,40993,Bucky,Irving,Bucky Irving,RB,TB,RB,RB,
6,7,Todd,449.p.32713,32713,Cole,Kmet,Cole Kmet,W/R/T,Chi,TE,W/R/T,
6,7,Todd,449.p.40883,40883,Brian,Thomas Jr.,Brian Thomas Jr.,W/R/T,Jax,WR,WR,
6,7,Todd,449.p.33966,33966,Chris,Olave,Chris Olave,WR,NO,WR,WR,Q
6,7,Todd,449.p.30994,30994,DJ,Moore,DJ Moore,WR,Chi,WR,WR,
7,7,Jared,449.p.31934,31934,Alexander,Mattison,Alexander Mattison,BN,Mia,RB,RB,
7,7,Jared,449.p.7200,7200,Aaron,Rodgers,Aaron Rodgers,BN,Pit,QB,QB,
7,7,Jared,449.p.33399,33399,Justin,Fields,Justin Fields,BN,NYJ,QB,QB,
7,7,Jared,449.p.33477,33477,Nico,Collins,Nico Collins,BN,Hou,WR,WR,
7,7,Jared,449.p.33538,33538,Kenneth,Gainwell,Kenneth Gainwell,BN,Pit,RB,RB,
7,7,Jared,449.p.34063,34063,Dameon,Pierce,Dameon Pierce,BN,Hou,RB,RB,
7,7,Jared,449.p.40819,40819,Brandon,Aubrey,Brandon Aubrey,BN,Dal,K,K,Q
7,7,Jared,449.p.100024,100024,Los Angeles,,Los Angeles,DEF,LAC,DEF,DEF,
7,7,Jared,449.p.40168,40168,Puka,Nacua,Puka Nacua,IR,LAR,WR,WR,
7,7,Jared,449.p.27120,27120,Brandon,McManus,Brandon McManus,K,GB,K,K,
